2026-04-08 22:41:18,643 DEBUG    asyncio  Using selector: EpollSelector
Traceback (most recent call last):
  File "/home/franklin/workspace/causaganha/src/djen_backup/backfill.py", line 557, in backfill_process_date
    zip_url = await get_caderno_url(client, config.djen_proxy_url, tribunal, d)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/franklin/workspace/causaganha/src/djen_backup/djen.py", line 77, in get_caderno_url
    resp.raise_for_status()
  File "/home/franklin/workspace/causaganha/.venv/lib/python3.12/site-packages/httpx/_models.py", line 829, in raise_for_status
    raise HTTPStatusError(message, request=request, response=self)
httpx.HTTPStatusError: Client error '403 Forbidden' for url 'https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-RR/2026-04-06/D'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403
2026-04-08 22:43:34,041 WARNING  djen_backup.backfill  {'tribunal': 'TRE-RR', 'date': '2026-04-06', 'event': 'backfill_item_error', 'level': 'warning', 'timestamp': '2026-04-09T02:43:34.041281Z'}
2026-04-08 22:43:34,043 WARNING  djen_backup.backfill  {'tribunal': 'TRE-RR', 'year': 2026, 'reason': '3 consecutive errors', 'event': 'backfill_tribunal_skipped', 'level': 'warning', 'timestamp': '2026-04-09T02:43:34.042972Z'}
2026-04-08 22:43:36,614 INFO     httpx  HTTP Request: GET https://archive.org/metadata/djen-tre-rs-2026/files "HTTP/1.1 200 OK"
2026-04-08 22:43:36,616 INFO     djen_backup.backfill  {'tribunal': 'TRE-RS', 'year': 2026, 'gaps': 98, 'event': 'backfill_tribunal_year', 'level': 'info', 'timestamp': '2026-04-09T02:43:36.616898Z'}
2026-04-08 22:43:36,663 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-RS/2026-04-08/D "HTTP/1.1 403 Forbidden"
2026-04-08 22:43:36,665 ERROR    djen_backup.backfill  {'tribunal': 'TRE-RS', 'date': '2026-04-08', 'event': 'backfill_download_error', 'level': 'error', 'timestamp': '2026-04-09T02:43:36.664784Z', 'exception': 'Traceback (most recent call last):\n  File "/home/franklin/workspace/causaganha/src/djen_backup/backfill.py", line 557, in backfill_process_date\n    zip_url = await get_caderno_url(client, config.djen_proxy_url, tribunal, d)\n              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File "/home/franklin/workspace/causaganha/src/djen_backup/djen.py", line 77, in get_caderno_url\n    resp.raise_for_status()\n  File "/home/franklin/workspace/causaganha/.venv/lib/python3.12/site-packages/httpx/_models.py", line 829, in raise_for_status\n    raise HTTPStatusError(message, request=request, response=self)\nhttpx.HTTPStatusError: Client error \'403 Forbidden\' for url \'https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-RS/2026-04-08/D\'\nFor more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403'}
Traceback (most recent call last):
  File "/home/franklin/workspace/causaganha/src/djen_backup/backfill.py", line 557, in backfill_process_date
    zip_url = await get_caderno_url(client, config.djen_proxy_url, tribunal, d)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/franklin/workspace/causaganha/src/djen_backup/djen.py", line 77, in get_caderno_url
    resp.raise_for_status()
  File "/home/franklin/workspace/causaganha/.venv/lib/python3.12/site-packages/httpx/_models.py", line 829, in raise_for_status
    raise HTTPStatusError(message, request=request, response=self)
httpx.HTTPStatusError: Client error '403 Forbidden' for url 'https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-RS/2026-04-08/D'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403
2026-04-08 22:43:36,758 WARNING  djen_backup.backfill  {'tribunal': 'TRE-RS', 'date': '2026-04-08', 'event': 'backfill_item_error', 'level': 'warning', 'timestamp': '2026-04-09T02:43:36.758299Z'}
2026-04-08 22:43:36,807 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-RS/2026-04-07/D "HTTP/1.1 403 Forbidden"
2026-04-08 22:43:36,810 ERROR    djen_backup.backfill  {'tribunal': 'TRE-RS', 'date': '2026-04-07', 'event': 'backfill_download_error', 'level': 'error', 'timestamp': '2026-04-09T02:43:36.810412Z', 'exception': 'Traceback (most recent call last):\n  File "/home/franklin/workspace/causaganha/src/djen_backup/backfill.py", line 557, in backfill_process_date\n    zip_url = await get_caderno_url(client, config.djen_proxy_url, tribunal, d)\n              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File "/home/franklin/workspace/causaganha/src/djen_backup/djen.py", line 77, in get_caderno_url\n    resp.raise_for_status()\n  File "/home/franklin/workspace/causaganha/.venv/lib/python3.12/site-packages/httpx/_models.py", line 829, in raise_for_status\n    raise HTTPStatusError(message, request=request, response=self)\nhttpx.HTTPStatusError: Client error \'403 Forbidden\' for url \'https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-RS/2026-04-07/D\'\nFor more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403'}
Traceback (most recent call last):
  File "/home/franklin/workspace/causaganha/src/djen_backup/backfill.py", line 557, in backfill_process_date
    zip_url = await get_caderno_url(client, config.djen_proxy_url, tribunal, d)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/franklin/workspace/causaganha/src/djen_backup/djen.py", line 77, in get_caderno_url
    resp.raise_for_status()
  File "/home/franklin/workspace/causaganha/.venv/lib/python3.12/site-packages/httpx/_models.py", line 829, in raise_for_status
    raise HTTPStatusError(message, request=request, response=self)
httpx.HTTPStatusError: Client error '403 Forbidden' for url 'https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-RS/2026-04-07/D'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403
2026-04-08 22:43:36,900 WARNING  djen_backup.backfill  {'tribunal': 'TRE-RS', 'date': '2026-04-07', 'event': 'backfill_item_error', 'level': 'warning', 'timestamp': '2026-04-09T02:43:36.900744Z'}
2026-04-08 22:43:36,949 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-RS/2026-04-06/D "HTTP/1.1 403 Forbidden"
2026-04-08 22:43:36,951 ERROR    djen_backup.backfill  {'tribunal': 'TRE-RS', 'date': '2026-04-06', 'event': 'backfill_download_error', 'level': 'error', 'timestamp': '2026-04-09T02:43:36.950713Z', 'exception': 'Traceback (most recent call last):\n  File "/home/franklin/workspace/causaganha/src/djen_backup/backfill.py", line 557, in backfill_process_date\n    zip_url = await get_caderno_url(client, config.djen_proxy_url, tribunal, d)\n              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File "/home/franklin/workspace/causaganha/src/djen_backup/djen.py", line 77, in get_caderno_url\n    resp.raise_for_status()\n  File "/home/franklin/workspace/causaganha/.venv/lib/python3.12/site-packages/httpx/_models.py", line 829, in raise_for_status\n    raise HTTPStatusError(message, request=request, response=self)\nhttpx.HTTPStatusError: Client error \'403 Forbidden\' for url \'https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-RS/2026-04-06/D\'\nFor more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403'}
Traceback (most recent call last):
  File "/home/franklin/workspace/causaganha/src/djen_backup/backfill.py", line 557, in backfill_process_date
    zip_url = await get_caderno_url(client, config.djen_proxy_url, tribunal, d)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/franklin/workspace/causaganha/src/djen_backup/djen.py", line 77, in get_caderno_url
    resp.raise_for_status()
  File "/home/franklin/workspace/causaganha/.venv/lib/python3.12/site-packages/httpx/_models.py", line 829, in raise_for_status
    raise HTTPStatusError(message, request=request, response=self)
httpx.HTTPStatusError: Client error '403 Forbidden' for url 'https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-RS/2026-04-06/D'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403
2026-04-08 22:43:37,035 WARNING  djen_backup.backfill  {'tribunal': 'TRE-RS', 'date': '2026-04-06', 'event': 'backfill_item_error', 'level': 'warning', 'timestamp': '2026-04-09T02:43:37.035915Z'}
2026-04-08 22:43:37,036 WARNING  djen_backup.backfill  {'tribunal': 'TRE-RS', 'year': 2026, 'reason': '3 consecutive errors', 'event': 'backfill_tribunal_skipped', 'level': 'warning', 'timestamp': '2026-04-09T02:43:37.036915Z'}
2026-04-08 22:43:39,634 INFO     httpx  HTTP Request: GET https://archive.org/metadata/djen-tre-sc-2026/files "HTTP/1.1 200 OK"
2026-04-08 22:43:39,636 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'year': 2026, 'gaps': 98, 'event': 'backfill_tribunal_year', 'level': 'info', 'timestamp': '2026-04-09T02:43:39.636916Z'}
2026-04-08 22:43:39,756 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-04-08/D "HTTP/1.1 200 OK"
2026-04-08 22:43:39,758 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-04-08', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:39.758535Z'}
2026-04-08 22:43:39,887 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-04-07/D "HTTP/1.1 200 OK"
2026-04-08 22:43:39,889 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-04-07', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:39.889592Z'}
2026-04-08 22:43:40,019 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-04-06/D "HTTP/1.1 200 OK"
2026-04-08 22:43:40,021 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-04-06', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:40.021145Z'}
2026-04-08 22:43:40,128 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-04-05/D "HTTP/1.1 404 Not Found"
2026-04-08 22:43:40,130 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-04-05', 'status_code': 404, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:40.130618Z'}
2026-04-08 22:43:40,240 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-04-04/D "HTTP/1.1 404 Not Found"
2026-04-08 22:43:40,242 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-04-04', 'status_code': 404, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:40.242334Z'}
2026-04-08 22:43:40,357 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-04-03/D "HTTP/1.1 200 OK"
2026-04-08 22:43:40,360 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-04-03', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:40.360130Z'}
2026-04-08 22:43:40,471 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-04-02/D "HTTP/1.1 200 OK"
2026-04-08 22:43:40,474 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-04-02', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:40.474436Z'}
2026-04-08 22:43:40,611 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-04-01/D "HTTP/1.1 200 OK"
2026-04-08 22:43:40,613 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-04-01', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:40.612998Z'}
2026-04-08 22:43:40,762 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-31/D "HTTP/1.1 200 OK"
2026-04-08 22:43:40,829 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-31', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:40.829358Z'}
2026-04-08 22:43:40,935 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-30/D "HTTP/1.1 200 OK"
2026-04-08 22:43:40,937 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-30', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:40.937605Z'}
2026-04-08 22:43:41,134 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-29/D "HTTP/1.1 404 Not Found"
2026-04-08 22:43:41,136 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-29', 'status_code': 404, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:41.136431Z'}
2026-04-08 22:43:41,242 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-28/D "HTTP/1.1 404 Not Found"
2026-04-08 22:43:41,244 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-28', 'status_code': 404, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:41.244078Z'}
2026-04-08 22:43:41,353 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-27/D "HTTP/1.1 200 OK"
2026-04-08 22:43:41,355 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-27', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:41.355345Z'}
2026-04-08 22:43:41,457 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-26/D "HTTP/1.1 200 OK"
2026-04-08 22:43:41,458 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-26', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:41.458554Z'}
2026-04-08 22:43:41,564 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-25/D "HTTP/1.1 200 OK"
2026-04-08 22:43:41,565 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-25', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:41.565903Z'}
2026-04-08 22:43:41,669 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-24/D "HTTP/1.1 200 OK"
2026-04-08 22:43:41,671 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-24', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:41.671058Z'}
2026-04-08 22:43:41,774 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-23/D "HTTP/1.1 200 OK"
2026-04-08 22:43:41,776 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-23', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:41.776536Z'}
2026-04-08 22:43:41,880 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-22/D "HTTP/1.1 404 Not Found"
2026-04-08 22:43:41,882 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-22', 'status_code': 404, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:41.882075Z'}
2026-04-08 22:43:41,985 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-21/D "HTTP/1.1 404 Not Found"
2026-04-08 22:43:41,988 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-21', 'status_code': 404, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:41.988182Z'}
2026-04-08 22:43:42,099 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-20/D "HTTP/1.1 200 OK"
2026-04-08 22:43:42,101 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-20', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:42.101699Z'}
2026-04-08 22:43:42,205 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-19/D "HTTP/1.1 200 OK"
2026-04-08 22:43:42,208 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-19', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:42.208672Z'}
2026-04-08 22:43:42,312 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-18/D "HTTP/1.1 200 OK"
2026-04-08 22:43:42,314 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-18', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:42.314246Z'}
2026-04-08 22:43:42,416 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-17/D "HTTP/1.1 200 OK"
2026-04-08 22:43:42,418 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-17', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:42.418463Z'}
2026-04-08 22:43:42,518 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-16/D "HTTP/1.1 200 OK"
2026-04-08 22:43:42,519 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-16', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:42.519896Z'}
2026-04-08 22:43:42,624 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-15/D "HTTP/1.1 404 Not Found"
2026-04-08 22:43:42,626 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-15', 'status_code': 404, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:42.626464Z'}
2026-04-08 22:43:42,734 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-14/D "HTTP/1.1 404 Not Found"
2026-04-08 22:43:42,737 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-14', 'status_code': 404, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:42.737184Z'}
2026-04-08 22:43:42,843 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-13/D "HTTP/1.1 200 OK"
2026-04-08 22:43:42,845 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-13', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:42.845049Z'}
2026-04-08 22:43:42,948 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-12/D "HTTP/1.1 200 OK"
2026-04-08 22:43:42,949 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-12', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:42.949946Z'}
2026-04-08 22:43:43,108 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-11/D "HTTP/1.1 200 OK"
2026-04-08 22:43:43,110 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-11', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:43.110559Z'}
2026-04-08 22:43:43,236 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-10/D "HTTP/1.1 200 OK"
2026-04-08 22:43:43,237 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-10', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:43.237821Z'}
2026-04-08 22:43:43,401 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-09/D "HTTP/1.1 200 OK"
2026-04-08 22:43:43,443 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-09', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:43.443781Z'}
2026-04-08 22:43:43,573 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-08/D "HTTP/1.1 404 Not Found"
2026-04-08 22:43:43,592 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-08', 'status_code': 404, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:43.592278Z'}
2026-04-08 22:43:43,748 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-07/D "HTTP/1.1 404 Not Found"
2026-04-08 22:43:43,750 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-07', 'status_code': 404, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:43.750063Z'}
2026-04-08 22:43:43,896 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-06/D "HTTP/1.1 200 OK"
2026-04-08 22:43:43,898 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-06', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:43.898875Z'}
2026-04-08 22:43:44,013 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-05/D "HTTP/1.1 200 OK"
2026-04-08 22:43:44,015 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-05', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:44.015122Z'}
2026-04-08 22:43:44,136 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-04/D "HTTP/1.1 200 OK"
2026-04-08 22:43:44,138 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-04', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:44.138321Z'}
2026-04-08 22:43:44,270 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-03/D "HTTP/1.1 200 OK"
2026-04-08 22:43:44,271 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-03', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:44.271957Z'}
2026-04-08 22:43:44,391 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-02/D "HTTP/1.1 200 OK"
2026-04-08 22:43:44,392 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-02', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:44.392418Z'}
2026-04-08 22:43:44,503 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-03-01/D "HTTP/1.1 404 Not Found"
2026-04-08 22:43:44,506 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-03-01', 'status_code': 404, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:44.506244Z'}
2026-04-08 22:43:44,628 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-02-28/D "HTTP/1.1 404 Not Found"
2026-04-08 22:43:44,630 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-02-28', 'status_code': 404, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:44.630040Z'}
2026-04-08 22:43:44,777 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-02-27/D "HTTP/1.1 200 OK"
2026-04-08 22:43:44,779 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-02-27', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:44.779050Z'}
2026-04-08 22:43:44,951 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-02-26/D "HTTP/1.1 200 OK"
2026-04-08 22:43:44,952 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-02-26', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:44.952650Z'}
2026-04-08 22:43:45,072 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-02-25/D "HTTP/1.1 200 OK"
2026-04-08 22:43:45,073 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-02-25', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:45.073845Z'}
2026-04-08 22:43:45,222 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-02-24/D "HTTP/1.1 200 OK"
2026-04-08 22:43:45,224 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-02-24', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:45.224731Z'}
2026-04-08 22:43:45,327 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-02-23/D "HTTP/1.1 200 OK"
2026-04-08 22:43:45,328 INFO     djen_backup.backfill  {'tribunal': 'TRE-SC', 'date': '2026-02-23', 'status_code': 200, 'event': 'backfill_empty', 'level': 'info', 'timestamp': '2026-04-09T02:43:45.328972Z'}
2026-04-08 22:43:45,430 INFO     httpx  HTTP Request: GET https://comunicaapi.pje.jus.br/api/v1/caderno/TRE-SC/2026-02-22/D "HTTP/1.1 404 Not Found"
